"feature_id","protein","uniprot_accession","source","source_record_id","annotation_class","feature_category","feature_subcategory","classification_rule","feature_type","feature_name","description","start","end","feature_segments","start_modifier","end_modifier","evidence_codes","evidence_sources","evidence_ids","cross_references","go_terms","source_url","source_record_version","source_annotation_date","retrieved_at_utc"
"PDBe-KB:ligand:0b976cac","TP53","P04637","PDBe-KB/SIFTS","A1ARZ","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-methyl-2-{5-[(3-{4-[(1-methylpiperidin-4-yl)amino]-1-(2,2,2-trifluoroethyl)-1H-indol-2-yl}prop-2-yn-1-yl)amino]pyridin-2-yl}propanenitrile (A1ARZ)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9BR4","PDB-CCD:A1ARZ","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:41edd393","TP53","P04637","PDBe-KB/SIFTS","A1JMO","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-[3-[(4-dimethylphosphorylphenyl)amino]prop-1-ynyl]-~{N}-(1-methylpiperidin-4-yl)-1-[2,2,2-tris(fluoranyl)ethyl]indol-4-amine (A1JMO)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9S9M","PDB-CCD:A1JMO","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:7ba285d0","TP53","P04637","PDBe-KB/SIFTS","A1ARO","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-{3-[4-(methanesulfonyl)-2-methoxyanilino]prop-1-yn-1-yl}-N-(1-methylpiperidin-4-yl)-1-(2,2,2-trifluoroethyl)-1H-indol-4-amine (A1ARO)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9BR3","PDB-CCD:A1ARO","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:4c2e5da2","TP53","P04637","PDBe-KB/SIFTS","EXQ","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with [9-ethyl-7-(4-methylthiophen-2-yl)carbazol-3-yl]methyl-methyl-azanium (EXQ)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;146-146;147-147;150-150;151-151;153-153;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6GGB;6GGF","PDB-CCD:EXQ","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:2d2f4734","TP53","P04637","PDBe-KB/SIFTS","A1JMR","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-[3-[4-[[(3~{S},4~{R})-3-fluoranyl-1-methyl-piperidin-4-yl]amino]-1-[2,2,2-tris(fluoranyl)ethyl]indol-2-yl]prop-2-ynylamino]-3-methoxy-~{N}-methyl-benzamide (A1JMR)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,230,"145-145;147-147;148-148;149-149;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;228-228;229-229;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9S9O;9S9P;9S9Q","PDB-CCD:A1JMR","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3f69a23b","TP53","P04637","PDBe-KB/SIFTS","R4F","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 1-(2-methylprop-2-enoyl)-1H-indole-3-carbaldehyde, bound form (R4F)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,232,"145-145;147-147;157-157;218-218;220-220;227-227;228-228;229-229;230-230;232-232","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8DC6","PDB-CCD:R4F","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:1bc589f0","TP53","P04637","PDBe-KB/SIFTS","GOH","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-[2-cyclopropyl-5-(1H-pyrrol-1-yl)-1,3-oxazol-4-yl]-1H-1,2,3,4-tetrazole (GOH)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AOK","PDB-CCD:GOH","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:36780941","TP53","P04637","PDBe-KB/SIFTS","9GK","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-iodanyl-2-oxidanyl-5-(2-phenylethoxy)-4-pyrrol-1-yl-benzoic acid (9GK)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;153-153;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1G","PDB-CCD:9GK","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:457fc5b3","TP53","P04637","PDBe-KB/SIFTS","Y0V","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-hydroxy-3,5-diiodo-4-(1H-pyrrol-1-yl)benzoic acid (Y0V)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AOJ","PDB-CCD:Y0V","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:6f501978","TP53","P04637","PDBe-KB/SIFTS","9GQ","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-butoxy-3-iodanyl-2-oxidanyl-4-pyrrol-1-yl-benzoic acid (9GQ)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1F","PDB-CCD:9GQ","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:689827da","TP53","P04637","PDBe-KB/SIFTS","9GT","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-iodanyl-2-oxidanyl-5-prop-2-enoxy-4-pyrrol-1-yl-benzoic acid (9GT)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;152-152;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1E","PDB-CCD:9GT","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3ac3d0e4","TP53","P04637","PDBe-KB/SIFTS","9GW","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-iodanyl-2-oxidanyl-5-propoxy-4-pyrrol-1-yl-benzoic acid (9GW)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;152-152;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1D","PDB-CCD:9GW","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:08578149","TP53","P04637","PDBe-KB/SIFTS","9GN","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 3-iodanyl-2-oxidanyl-5-propylsulfanyl-4-pyrrol-1-yl-benzoic acid (9GN)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;152-152;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1H","PDB-CCD:9GN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3c53ed60","TP53","P04637","PDBe-KB/SIFTS","9H2","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 6-(hydroxymethyl)-2,4-bis(iodanyl)-3-pyrrol-1-yl-phenol (9H2)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;157-157;220-220;221-221;222-222;223-223;229-229;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1B","PDB-CCD:9H2","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:462fa13e","TP53","P04637","PDBe-KB/SIFTS","9GZ","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5-(4-fluorophenyl)-3-iodanyl-2-oxidanyl-4-pyrrol-1-yl-benzoic acid (9GZ)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;153-153;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1C","PDB-CCD:9GZ","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:13e59509","TP53","P04637","PDBe-KB/SIFTS","QC5","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-(4-(4-fluorophenyl)-5-(1H-pyrrol-1-yl)-1H-pyrazol-1-yl)-N,N-dimethylethanamine (QC5)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;153-153;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","3ZME","PDB-CCD:QC5","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:7935b88b","TP53","P04637","PDBe-KB/SIFTS","R50","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-methyl-1-[(4P)-3-methyl-4-(2-methyl-1,2,3,4-tetrahydroisoquinolin-6-yl)-1H-pyrrolo[2,3-c]pyridin-1-yl]prop-2-en-1-one, bound form (R50)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8DC8","PDB-CCD:R50","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:262cdd20","TP53","P04637","PDBe-KB/SIFTS","9GH","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-(diethylamino)-6-iodanyl-5-oxidanyl-7-pyrrol-1-yl-1,3-benzothiazole-4-carboxylic acid (9GH)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;152-152;157-157;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1I","PDB-CCD:9GH","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:119d21fa","TP53","P04637","PDBe-KB/SIFTS","R4R","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-[4-(4-methylpiperazin-1-yl)phenyl]-1-(2-methylprop-2-enoyl)-1H-indole-3-carbaldehyde, bound form (R4R)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;228-228;229-229;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8DC7","PDB-CCD:R4R","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:178c61f6","TP53","P04637","PDBe-KB/SIFTS","9H5","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with [3,5-bis(iodanyl)-2-oxidanyl-4-pyrrol-1-yl-phenyl]-(4-methylpiperazin-1-yl)methanone (9H5)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;146-146;147-147;150-150;151-151;220-220;221-221;222-222;223-223;230-230;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5O1A","PDB-CCD:9H5","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:225aef62","TP53","P04637","PDBe-KB/SIFTS","A1JMS","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with ~{N}-[3-[1-ethyl-5-(methylaminomethyl)indol-2-yl]prop-2-ynyl]aniline (A1JMS)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",145,257,"145-145;147-147;150-150;151-151;152-152;153-153;220-220;221-221;222-222;223-223;228-228;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9S9L","PDB-CCD:A1JMS","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:67ad2fcb","TP53","P04637","PDBe-KB/SIFTS","Q0TR53","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with O-GlcNAcase NagJ","UniProt-indexed contact residues observed in PDB structures; partner type UNP",146,151,"146-146;147-147;148-148;149-149;150-150;151-151","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2YDR","partner:Q0TR53;PDB:2YDR","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:2db045cc","TP53","P04637","PDBe-KB/SIFTS","O60502","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Protein O-GlcNAcase","UniProt-indexed contact residues observed in PDB structures; partner type UNP",146,154,"146-146;147-147;148-148;149-149;150-150;151-151;153-153;154-154","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5UN8","partner:O60502;PDB:5UN8","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:72bbdb9b","TP53","P04637","PDBe-KB/SIFTS","X0W","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 5,6-DIMETHOXY-2-METHYL-1,3-BENZOTHIAZOLE (X0W)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",147,230,"147-147;150-150;151-151;220-220;222-222;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2X0W","PDB-CCD:X0W","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:04ea5e98","TP53","P04637","PDBe-KB/SIFTS","RZH","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-(5-BROMO-7-ETHYL-2-METHYL-1H-INDOLE-3-YL)ETHAN-1-AMIN (RZH)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",147,257,"147-147;150-150;151-151;220-220;222-222;223-223;257-257","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","5AOI","PDB-CCD:RZH","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:22753aa8","TP53","P04637","PDBe-KB/SIFTS","NAG","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 2-acetamido-2-deoxy-beta-D-glucopyranose (NAG)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",149,149,"149-149","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2YDR;5UN8","PDB-CCD:NAG","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3e4094d7","TP53","P04637","PDBe-KB/SIFTS","LE9","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with 4-bromanyl-5-(trifluoromethyl)-1H-pyrazol-3-amine (LE9)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",150,230,"150-150;151-151;220-220;223-223;230-230","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","8A92","PDB-CCD:LE9","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:15953277","TP53","P04637","PDBe-KB/SIFTS","IOD","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with IODIDE ION (IOD)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",160,213,"160-160;213-213","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","3KZ8","PDB-CCD:IOD","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:3b4e66ec","TP53","P04637","PDBe-KB/SIFTS","NA","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with SODIUM ION (NA)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",163,250,"163-163;164-164;165-165;168-168;186-186;188-188;197-197;203-203;205-205;249-249;250-250","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7YGI","PDB-CCD:NA","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:25759b7c","TP53","P04637","PDBe-KB/SIFTS","Q12888","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with TP53-binding protein 1","UniProt-indexed contact residues observed in PDB structures; partner type UNP",165,386,"165-165;167-167;168-168;171-171;177-177;181-181;243-243;244-244;245-245;247-247;248-248;249-249;365-365;366-366;368-368;369-369;370-370;371-371;372-372;375-375;377-377;378-378;379-379;380-380;381-381;382-382;383-383;385-385;386-386","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","1GZH;1KZY;2MWO;2MWP;4X34;5ECG","partner:Q12888;PDB:1GZH;PDB:1KZY;PDB:2MWO;PDB:2MWP;PDB:4X34;PDB:5ECG","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:ligand:274e95d5","TP53","P04637","PDBe-KB/SIFTS","NO3","site","binding_site","small_molecule_binding_site","pdbe_kb_sifts_v1:small_molecule_binding_site","experimental ligand contact","Contact with NITRATE ION (NO3)","UniProt-indexed protein residues contacting a non-solvent ligand in a PDB structure.",166,229,"166-166;167-167;185-185;191-191;227-227;228-228;229-229","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","9S9P","PDB-CCD:NO3","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:621f8550","TP53","P04637","PDBe-KB/SIFTS","A0A140T913","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Major histocompatibility complex, class I, A","UniProt-indexed contact residues observed in PDB structures; partner type UNP",168,176,"168-168;169-169;170-170;171-171;172-172;173-173;174-174;175-175;176-176","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6VQO;6VR1;6VR5;6VRM;6VRN;6W51","partner:A0A140T913;PDB:6VQO;PDB:6VR1;PDB:6VR5;PDB:6VRM;PDB:6VRN;PDB:6W51","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:0bc669e6","TP53","P04637","PDBe-KB/SIFTS","P04439","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with HLA class I histocompatibility antigen, A alpha chain","UniProt-indexed contact residues observed in PDB structures; partner type UNP",168,176,"168-168;169-169;170-170;171-171;172-172;173-173;174-174;175-175;176-176","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","7RM4","partner:P04439;PDB:7RM4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:6b95a8d2","TP53","P04637","PDBe-KB/SIFTS","Q13625","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Apoptosis-stimulating of p53 protein 2","UniProt-indexed contact residues observed in PDB structures; partner type UNP",168,280,"168-168;178-178;179-179;181-181;182-182;183-183;241-241;242-242;243-243;247-247;248-248;249-249;280-280","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","1YCS","partner:Q13625;PDB:1YCS","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:23a41794","TP53","P04637","PDBe-KB/SIFTS","IG-light delta chain","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with T-cell receptor 38-10, alfa chain","UniProt-indexed contact residues observed in PDB structures; partner type AB",171,175,"171-171;172-172;173-173;174-174;175-175","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6VRN","partner:IG-light delta chain;PDB:6VRN","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:23994011","TP53","P04637","PDBe-KB/SIFTS","TR-alpha light chain","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with 6-11 T cell receptor alpha chain","UniProt-indexed contact residues observed in PDB structures; partner type AB",171,175,"171-171;172-172;173-173;174-174;175-175","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6VQO;6VRM;7RM4","partner:TR-alpha light chain;PDB:6VQO;PDB:6VRM;PDB:7RM4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"PDBe-KB:interface:4bb0a1ce","TP53","P04637","PDBe-KB/SIFTS","TR-beta light chain","interaction","interaction_interface","macromolecular_interface","pdbe_kb_sifts_v1:macromolecular_interface","experimental interface","Interface with TCR 12-6, beta chain","UniProt-indexed contact residues observed in PDB structures; partner type AB",171,176,"171-171;173-173;174-174;175-175;176-176","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","6VQO;6VRM;6VRN;7RM4","partner:TR-beta light chain;PDB:6VQO;PDB:6VRM;PDB:6VRN;PDB:7RM4","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
"UniProtKB:P04637:20aeb0f8","TP53","P04637","UniProtKB","P04637","site","binding_site","metal_binding_site","grin3d_annotation_hierarchy_v1:metal_binding_site","Binding site","Zn(2+)","",176,176,"176-176","EXACT","EXACT","ECO:0000269","PubMed","14534297;16793544;17015838;18650397;19515728;20142040;20364130","ChEBI:CHEBI:29105","","https://www.uniprot.org/uniprotkb/P04637/entry","315","2026-09-02","2026-09-16T17:12:31Z"
"PDBe-KB:interface:4100adf5","TP53","P04637","PDBe-KB/SIFTS","P03070","interaction","interaction_interface","protein_protein_interface","pdbe_kb_sifts_v1:protein_protein_interface","experimental interface","Interface with Large T antigen","UniProt-indexed contact residues observed in PDB structures; partner type UNP",176,288,"176-176;177-177;178-178;179-179;181-181;239-239;241-241;242-242;243-243;244-244;245-245;246-246;247-247;248-248;273-273;275-275;276-276;277-277;280-280;281-281;284-284;288-288","EXACT","EXACT","experimental_structure_contact","PDBe-KB;PDB;SIFTS","2H1L","partner:P03070;PDB:2H1L","","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/P04637","","","2026-09-16T19:29:31Z"
